location,date,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,new_people_vaccinated_smoothed
Lower middle income,1/13/21,17889304,59685.857,338094,1108.429,0,,,13200,13200
Lower middle income,1/14/21,17953369,59727.429,339303,1126,0,,,13200,13200
Lower middle income,1/15/21,18020213,62924.857,340514,1177.571,0,,,13200,13200
Lower middle income,1/16/21,18085132,60779.286,341618,1161.857,191181,,,204381,204381
Lower middle income,1/17/21,18141667,60907.143,342644,1179.429,224301,,,125350,125350
Lower middle income,1/18/21,18187660,60099.857,343720,1200.857,454049,,,164550,164550
Lower middle income,1/19/21,18241799,59609,345040,1193.429,674835,,,181909,181909
Lower middle income,1/20/21,18302544,59034.286,346281,1169.571,806484,,,174497,174497
Lower middle income,1/21/21,18362811,58491.714,347646,1191.857,1043534,,,187122,187122
Lower middle income,1/22/21,18422421,57458.286,348805,1184.429,1522592,,,211856,211856
Lower middle income,1/23/21,18481379,56606.714,349831,1173.286,1714201,,,211263,211263
Lower middle income,1/24/21,18531960,55756.143,350774,1161.429,1764746,,,210635,210635
Lower middle income,1/25/21,18577201,55648.714,351880,1165.714,2185768,,,236293,236293
Lower middle income,1/26/21,18629466,55381,353153,1159,2275165,,,215638,215638
Lower middle income,1/27/21,18683726,54454.571,354439,1165.429,2667808,,,273178,254316
Lower middle income,1/28/21,18746796,54855,355856,1172.857,3300738,5468,,347809,328165
Lower middle income,1/29/21,18804461,54577.143,356894,1155.571,3914692,11287,,441671,376197
Lower middle income,1/30/21,18862357,54425.429,357916,1155,4270016,20810,,477632,410797
Lower middle income,1/31/21,18910716,54108,358922,1164,4316842,22548,,477761,413678
Lower middle income,2/1/21,18951028,53403.857,359858,1139.714,4704125,35406,,468058,394118
Lower middle income,2/2/21,18998789,52760.429,360996,1120.429,4974421,51999,,495226,433117
Lower middle income,2/3/21,19051296,52510,362036,1085.286,5357939,71621,,504750,440433
Lower middle income,2/4/21,19103790,50999.143,363057,1028.714,5975409,96553,,494362,428956
Lower middle income,2/5/21,19155667,50172.286,363996,1014.571,6865872,120725,,484176,415054
Lower middle income,2/6/21,19205897,49077.143,364869,993.286,7260601,137207,,488233,417016
Lower middle income,2/7/21,19251312,48656.571,365674,964.571,7337197,139131,,484116,412285
Lower middle income,2/8/21,19291564,48648,366513,950.714,7821252,171270,,517658,447921
Lower middle income,2/9/21,19335386,48085.286,367585,941.286,8363063,221453,,549760,474002
Lower middle income,2/10/21,19382948,47378.857,368598,937.429,9081720,279251,,605191,512469
Lower middle income,2/11/21,19427141,46193,369484,918.143,9618618,345605,,629635,521478
Lower middle income,2/12/21,19476570,45843.286,370455,922.714,10083518,345605,,669882,531471
Lower middle income,2/13/21,19523975,45439.714,371325,922.286,10610165,423154,,682754,509079
Lower middle income,2/14/21,19564088,44682.286,372047,910.429,10790634,433246,,752626,554727
Lower middle income,2/15/21,19600346,44111.714,372732,888.429,11427715,580743,,763141,538626
Lower middle income,2/16/21,19646152,44395.143,373702,873.857,11908984,753486,,801440,540552
Lower middle income,2/17/21,19694387,44491.286,374602,857.714,12416287,939444,,795391,509634
Lower middle income,2/18/21,19744878,45391,375597,873.429,13256938,1088764,,839498,535760
Lower middle income,2/19/21,19796370,45685.714,376519,866.429,16035955,1385641,,848949,518966
Lower middle income,2/20/21,19844736,45823,377423,871.286,16975271,1620062,,876703,643528
Lower middle income,2/21/21,19890371,46611.857,378072,860.857,17199194,1706764,,870782,625246
Lower middle income,2/22/21,19933920,47653.429,378776,863.571,17743624,1872053,,859640,611467
Lower middle income,2/23/21,19981476,47903.429,379771,867.143,18355871,2143863,,864341,626779
Lower middle income,2/24/21,20033118,48390.143,381332,961.571,19248568,2347412,,911434,697885
Lower middle income,2/25/21,20089846,49281.143,382310,959,20129827,2765202,,942863,699568
Lower middle income,2/26/21,20144531,49737.286,383306,969.571,20796980,3173628,,975310,723446
Lower middle income,2/27/21,20195293,50079.571,384110,955.286,21362034,3606363,,1007145,719088
Lower middle income,2/28/21,20242118,50249.571,384851,968.429,21656394,3625615,,996952,716677
Lower middle income,3/1/21,20284582,50094.571,385543,966.714,22273105,3839152,,1061248,776906
Lower middle income,3/2/21,20331160,49954.857,386403,947.429,23627532,4078162,,1160810,879827
Lower middle income,3/3/21,20384440,50188.857,387291,851.286,24940611,4356881,,1250816,959052
Lower middle income,3/4/21,20441838,50284.571,388164,836.429,26401687,4742225,,1323248,1035026
Lower middle income,3/5/21,20499046,50645,389118,830.429,27862479,5138717,,1424586,1139137
Lower middle income,3/6/21,20554982,51384.143,389855,820.857,29175246,5473288,,1560448,1287706
Lower middle income,3/7/21,20608304,52312.286,390540,812.857,29828031,5501186,,1560965,1288282
Lower middle income,3/8/21,20657566,53283.429,391393,835.857,31843119,5883379,,1782375,1483681
Lower middle income,3/9/21,20706611,53635.857,392161,822.714,33377819,6258095,,1887874,1559437
Lower middle income,3/10/21,20765752,54473.143,392996,815.143,35348005,6817441,,1928249,1572039
Lower middle income,3/11/21,20831528,55670,393921,822.429,36191314,7054226,,1815648,1481705
Lower middle income,3/12/21,20900572,57360.857,394843,817.857,38001915,7769757,,1927619,1547098
Lower middle income,3/13/21,20969094,59158.857,395726,838.857,39684919,8424083,,1987099,1562209
Lower middle income,3/14/21,21032449,60592.143,396439,842.857,40374334,8455157,,1992372,1549701
Lower middle income,3/15/21,21094723,62451,397233,834.429,43258545,9278317,,2143498,1659930
Lower middle income,3/16/21,21164546,65419.286,398237,868.143,45603304,9965352,,2278734,1756696
Lower middle income,3/17/21,21246459,68672.429,399231,890.857,47779566,10639209,,2402936,1852245
Lower middle income,3/18/21,21335637,72015.571,400210,898.571,50079352,11083787,,2651920,2051450
Lower middle income,3/19/21,21429457,75555,401209,909.571,54018878,11783443,,2744786,2165597
Lower middle income,3/20/21,21523971,79268.143,402108,911.714,56653255,12276289,,2856070,2297762
Lower middle income,3/21/21,21614944,83213.571,402904,923.571,57542714,12376740,,2958578,2402626
Lower middle income,3/22/21,21698958,86319.286,403792,937,60836312,12868602,,2974775,2449507
Lower middle income,3/23/21,21792902,89765.143,404920,954.714,63331718,13394844,,2979894,2475409
Lower middle income,3/24/21,21897930,93067.286,406043,973.143,66394078,14077337,,3041009,2533103
Lower middle income,3/25/21,22013839,96886,407214,1000.571,69105631,14768170,,3150938,2624670
Lower middle income,3/26/21,22143201,101963.429,408417,1029.714,72209779,15346929,,3227371,2697165
Lower middle income,3/27/21,22262127,105450.857,409575,1066.714,74940057,15695768,,3270349,2760705
Lower middle income,3/28/21,22381024,109440,410500,1085.143,75600599,15760299,,3188718,2684358
Lower middle income,3/29/21,22487298,112620,411512,1102.857,76670555,15998435,,2806700,2343015
Lower middle income,3/30/21,22595378,114639.429,412738,1117,79093833,16483795,,2771371,2317147
Lower middle income,3/31/21,22723926,117999.429,414210,1166.857,82818434,17131282,,2725018,2282545
Lower middle income,4/1/21,22881141,123900.286,415858,1235,86753546,17683340,,2862892,2440484
Lower middle income,4/2/21,23045238,128862.429,417572,1308,90921555,18113813,,2973887,2572911
Lower middle income,4/3/21,23206528,134914.429,419122,1364,93969830,18521051,,3049544,2640528
Lower middle income,4/4/21,23374879,141979.286,420732,1461.857,97172462,18772197,,3463313,3030229
Lower middle income,4/5/21,23528215,148702.429,422127,1516.571,101319227,19470189,,3972070,3470688
Lower middle income,4/6/21,23712187,159544.143,424279,1648.714,105737298,20018267,,4235928,3722830
Lower middle income,4/7/21,23911934,169715.429,426329,1731.286,109335297,20541598,,4377828,3873564
Lower middle income,4/8/21,24130564,178489,428435,1796.714,113754853,21228482,,4446150,3920973
Lower middle income,4/9/21,24360983,187963.571,430725,1879,117847819,21979771,,4494085,3912032
Lower middle income,4/10/21,24590003,197639.286,432867,1963.571,121308828,22662562,,4606501,3993907
Lower middle income,4/11/21,24829249,207767.143,434916,2026.286,124581855,23208487,,4596245,3955898
Lower middle income,4/12/21,25060281,218866.571,437153,2146.571,128500639,24132281,,4637578,3955403
Lower middle income,4/13/21,25317652,229352.143,439639,2194.429,131405688,24675987,,4448958,3749844
Lower middle income,4/14/21,25596479,240649.286,442233,2272.143,135283795,25404038,,4458481,3728909
Lower middle income,4/15/21,25894909,252049.286,444993,2365.571,137906974,26549065,,4255500,3499602
Lower middle income,4/16/21,26211021,264291.143,447827,2443.286,140343143,27344536,,4039284,3264704
Lower middle income,4/17/21,26548460,279779.571,450803,2562.571,142809660,28119316,,3918293,3102456
Lower middle income,4/18/21,26890051,294400.286,453740,2689.429,144386851,28896377,,3654291,2838752
Lower middle income,4/19/21,27215506,307889.286,456802,2807.286,147114866,30156665,,3521529,2641377
Lower middle income,4/20/21,27582279,323518.143,460416,2968.286,147759108,30636777,,3341113,2462679
Lower middle income,4/21/21,27973984,339643.571,464161,3132.714,150215971,31437319,,3062425,2193654
Lower middle income,4/22/21,28389845,356419.429,468186,3313.429,152647492,33215601,,3121806,2149112
Lower middle income,4/23/21,28814100,371868.429,472596,3538.571,153565569,33756066,,3069158,2059038
Lower middle income,4/24/21,29232256,383399.429,476866,3723.286,154008229,34140673,,3003860,1965857
Lower middle income,4/25/21,29646951,393842.857,481040,3900,158445228,36628342,,3162472,2030207
Lower middle income,4/26/21,30031217,402244.429,485248,4063.714,160867963,38258012,,3179495,1998053
Lower middle income,4/27/21,30458241,410851.714,490301,4269.286,162798163,39872710,,3366974,2067642
Lower middle income,4/28/21,30907840,419122.286,495689,4504,165903567,41229724,,3568755,2159444
Lower middle income,4/29/21,31372284,426062.714,500948,4680.286,167780607,42662415,,3504096,2099555
Lower middle income,4/30/21,31844190,432870,505989,4770.429,169789312,44039513,,3583528,2122212
Lower middle income,5/1/21,32300517,438323,511127,4894.429,170969244,44880953,,3519282,2054097
Lower middle income,5/2/21,32727596,440092.143,515731,4955.857,171534125,45322706,,3317368,1926873
Lower middle income,5/3/21,33145894,444953.857,520510,5037.429,172922855,46568707,,3134582,1781495
Lower middle income,5/4/21,33581324,446154.714,525485,5026.286,174903856,48302480,,3066889,1733439
Lower middle income,5/5/21,34051093,449036.143,530990,5043,176759639,49928761,,3065657,1701903
Lower middle income,5/6/21,34538804,452360,536733,5112.143,178663387,51682228,,3147612,1726293
Lower middle income,5/7/21,35004569,451482.714,542427,5205.429,181173249,53769368,,3204057,1756552
Lower middle income,5/8/21,35470294,452825.286,548041,5273.429,182741092,55301734,,3330055,1814741
Lower middle income,5/9/21,35890764,451881.143,553207,5353.714,183887383,56058980,,3371146,1851626
Lower middle income,5/10/21,36278255,447480.143,558425,5416.429,186761420,57860926,,3493510,1925484
Lower middle income,5/11/21,36683213,443127,564153,5524,189526279,60588128,,3610911,1981501
Lower middle income,5/12/21,37103424,436047.286,569921,5561.571,191458303,61800727,,3551060,1978098
Lower middle income,5/13/21,37500741,423133.857,575341,5515.429,193290753,63331964,,3395697,1926650
Lower middle income,5/14/21,37875908,410191.286,580556,5447,194610490,64059829,,3091584,1779670
Lower middle income,5/15/21,38234497,394886.143,585997,5422.286,196347388,64879597,,3014876,1802946
Lower middle income,5/16/21,38561646,381554.571,591329,5446,197251450,65138416,,2991081,1822971
Lower middle income,5/17/21,38875006,370964.429,596992,5509.571,199661206,65759738,,2824561,1823478
Lower middle income,5/18/21,39193772,358651.286,603035,5554.571,201918724,66673226,,2701584,1844717
Lower middle income,5/19/21,39526161,346105.286,608454,5504.714,203665525,67207406,,2654503,1878543
Lower middle income,5/20/21,39842302,334508.714,614059,5531.143,206377705,68120182,,2686955,1967754
Lower middle income,5/21/21,40157557,325949.857,619670,5587.714,207799160,68945093,,2865964,2128016
Lower middle income,5/22/21,40449353,316408,624632,5519.286,211499619,69742371,,2865658,2168076
Lower middle income,5/23/21,40714877,307604.429,630118,5541.286,212602571,70107167,,2907591,2201932
Lower middle income,5/24/21,40955164,297165.429,634646,5379.143,216538088,70878118,,3026780,2322151
Lower middle income,5/25/21,41217572,289114.286,640137,5300.286,218869874,71678639,,3097547,2364305
Lower middle income,5/26/21,41478811,278950,645256,5257.429,221969805,72330542,,3340895,2573523
Lower middle income,5/27/21,41715477,267596.429,650082,5146.143,225464183,73165985,,3515000,2727048
Lower middle income,5/28/21,41943797,255177.143,654952,5040.286,227852470,73696679,,3587908,2791835
Lower middle income,5/29/21,42155868,243787.857,659538,4986.571,232181013,74305220,,3955516,3113232
Lower middle income,5/30/21,42351086,233744.143,663698,4797.143,234338583,74806826,,4096785,3219502
Lower middle income,5/31/21,42524205,224148.714,667556,4701.429,236930988,76254195,,4050285,3153993
Lower middle income,6/1/21,42703592,212288.571,671864,4532.429,240879717,77446355,,4154122,3263589
Lower middle income,6/2/21,42886808,201142.429,676028,4396,244214501,78410862,,4100637,3208219
Lower middle income,6/3/21,43069317,193405.714,679939,4265.857,247528477,79141556,,4102665,3220546
Lower middle income,6/4/21,43240122,185189.286,684513,4223.571,253043112,79989778,,4514237,3648831
Lower middle income,6/5/21,43397679,177401.571,688201,4095.286,256038729,80848785,,4194694,3400516
Lower middle income,6/6/21,43536822,169390.857,691578,3983.429,258608441,81125852,,4302317,3514618
Lower middle income,6/7/21,43658649,162063.429,694571,3859.857,261423090,81924026,,4404818,3612805
Lower middle income,6/8/21,43800199,156658.143,698114,3750.571,266522675,83336860,,4576143,3743340
Lower middle income,6/9/21,43940096,150469.714,701339,3616.429,271556364,84632284,,4701471,3852207
Lower middle income,6/10/21,44091680,146051.857,709802,3212.714,275513619,85464044,,4815260,3964397
Lower middle income,6/11/21,44223204,140440.286,714896,3287,279391678,86251377,,4623454,3751196
Lower middle income,6/12/21,44354344,136666.429,719284,3387,283609622,87192506,,4740309,3840886
Lower middle income,6/13/21,44470774,133421.714,724222,3610,287128919,87752668,,4862591,3935716
Lower middle income,6/14/21,44577300,131235.857,727957,3716,290895766,88876656,,4975047,4059644
Lower middle income,6/15/21,44689734,127076.429,731574,3726.571,295392074,90916836,,4842913,3983480
Lower middle income,6/16/21,44810824,124389.714,735007,3756.286,299541513,91951730,,4903365,4018050
Lower middle income,6/17/21,44930447,119823.857,737730,3989.714,304855903,93015301,,5137807,4215052
Lower middle income,6/18/21,45046784,117654.286,740395,3642.714,308957523,93939520,,5191138,4236094
Lower middle income,6/19/21,45157717,114767.571,743133,3407,313802770,94914796,,5518512,4508186
Lower middle income,6/20/21,45261421,112949.571,745685,3066.143,317642723,95437123,,5555213,4575247
Lower middle income,6/21/21,45356999,111385.571,747954,2856.714,327288858,96949823,,6378797,5432543
Lower middle income,6/22/21,45465940,110886.571,750488,2702,334137335,97989824,,6964673,5937220
Lower middle income,6/23/21,45581025,110028.714,753105,2585.429,338473185,98786314,,6987099,5994085
Lower middle income,6/24/21,45702757,110330,755721,2570.143,345882156,100292605,,7313363,6267003
Lower middle income,6/25/21,45819184,110342.857,758231,2548,352911200,101722832,,7799370,6658034
Lower middle income,6/26/21,45933344,110803.857,760613,2497.143,360811682,103330451,,8387308,7113288
Lower middle income,6/27/21,46043363,111706,762797,2444.571,365167997,104368331,,8542439,7182314
Lower middle income,6/28/21,46147110,112873,764923,2424.143,368809197,105727313,,7780554,6296852
Lower middle income,6/29/21,46265436,114213.714,767087,2371.286,374863307,108229352,,7769265,6178323
Lower middle income,6/30/21,46391257,115747.429,769530,2346.429,377808036,109359878,,7616603,5991265
Lower middle income,7/1/21,46521657,116985.714,771884,2309,387641515,111247989,,7479437,5787660
Lower middle income,7/2/21,46649897,118673.286,774180,2278.429,389636796,111977600,,6661621,5089319
Lower middle income,7/3/21,46770878,119647.714,776478,2266.429,396776434,115040769,,6717031,4950042
Lower middle income,7/4/21,46891220,121122.429,778636,2262.714,401191391,116399149,,6650852,4850608
Lower middle income,7/5/21,47010990,123411.429,780649,2246.571,404291809,118486963,,6680681,4782191
Lower middle income,7/6/21,47150023,126369.571,783292,2315,407810632,120090561,,6256304,4413061
Lower middle income,7/7/21,47298970,129673.286,786298,2395.429,412618308,122054176,,6520055,4560976
Lower middle income,7/8/21,47455514,133408.143,789195,2473,421705089,126084846,,7291752,5015128
Lower middle income,7/9/21,47605974,136582.429,792334,2593.429,423296129,126741950,,7730720,5268227
Lower middle income,7/10/21,47746566,139384,795172,2670.571,429319995,129835195,,6970519,4694273
Lower middle income,7/11/21,47884966,141963.714,797955,2759.857,431233654,130707327,,6684556,4431411
Lower middle income,7/12/21,48027804,145259.143,801915,3038,434841417,133230315,,6765694,4484388
Lower middle income,7/13/21,48191036,148716.143,804506,3030.571,441867232,135899299,,7243323,4875848
Lower middle income,7/14/21,48368571,152800.143,807362,3009.143,447274543,138155037,,7553708,5103131
Lower middle income,7/15/21,48547428,155987.714,810333,3019.714,452471713,140531387,,6732719,4542946
Lower middle income,7/16/21,48720295,159188.714,813496,3023.143,457350581,143099652,,6901824,4659368
Lower middle income,7/17/21,48883642,162439.429,816348,3025.143,462759657,145547737,,7361460,5007272
Lower middle income,7/18/21,49040284,165045.429,819236,3040.143,463708947,145707164,,7698864,5271078
Lower middle income,7/19/21,49183009,165029.286,822413,2928.286,471541883,149261882,,7757984,5351067
Lower middle income,7/20/21,49349676,165520,829056,3507.143,476933803,150978060,,7352181,4986474
Lower middle income,7/21/21,49506283,162530.286,832197,3547.857,479629488,152628192,,6866398,4615515
Lower middle income,7/22/21,49657709,158611.571,835413,3582.857,484956925,155320070,,7014571,4678945
Lower middle income,7/23/21,49817477,156740.286,838673,3596.714,489438738,158130634,,7015958,4677017
Lower middle income,7/24/21,49982392,156964.286,842394,3720.857,493907404,160434423,,6903296,4580243
Lower middle income,7/25/21,50142937,157521.857,845632,3770.857,496851123,162462602,,6811574,4499662
Lower middle income,7/26/21,50293671,158666,849305,3841.714,506865399,167480148,,7294543,4867665
Lower middle income,7/27/21,50488932,162750.857,853780,3532,512284265,170225176,,7701132,5143847
Lower middle income,7/28/21,50685669,168483.714,857951,3679.143,518733383,172430933,,8389336,5626735
Lower middle income,7/29/21,50884197,175212.571,862688,3896.429,526190337,176842122,,8830423,5901268
Lower middle income,7/30/21,51066785,178472.571,866866,4027.571,532935409,179483323,,9303768,6268598
Lower middle income,7/31/21,51231794,178486,871078,4097.714,536502459,180634091,,9721856,6678575
Lower middle income,8/1/21,51402128,179884.429,875033,4200.143,547130476,183727734,,10326507,7180668
Lower middle income,8/2/21,51550858,179598.143,878823,4216.857,552797263,186581053,,10619050,7432125
Lower middle income,8/3/21,51743767,179262.143,883221,4205.857,568804970,192426189,,11433743,8031900
Lower middle income,8/4/21,51939699,179147.143,887810,4265.571,574317842,194568815,,11346429,8002581
Lower middle income,8/5/21,52129449,177893.143,892225,4219.571,582635928,197576150,,11210289,8047804
Lower middle income,8/6/21,52312330,177935,896764,4271.143,589625524,200131131,,11313476,8165177
Lower middle income,8/7/21,52478423,178089.857,900812,4247.714,596369295,203050912,,11349838,8141076
Lower middle income,8/8/21,52646378,177750,904955,4274.571,604333108,205653254,12457,11447284,8267619
Lower middle income,8/9/21,52796586,177961.143,908944,4303,615858796,214454788,39960,11483375,8302245
Lower middle income,8/10/21,52975104,175905.286,913701,4354.286,623632125,217423803,67637,11085022,8066987
Lower middle income,8/11/21,53170092,175770.429,918213,4343.286,631723193,220853543,109509,11382137,8272894
Lower middle income,8/12/21,53339509,172865.714,922513,4326.857,635545288,223165704,142712,11587576,8556594
Lower middle income,8/13/21,53523987,173093.857,926977,4316.143,649494381,228275938,167216,11934190,8843382
Lower middle income,8/14/21,53685152,172389.857,930879,4295.286,657116575,231565590,206205,12115579,9043423
Lower middle income,8/15/21,53836369,169998.714,934789,4262,662989260,233002482,240244,11700020,8801092
Lower middle income,8/16/21,53981055,169209.857,938604,4237.143,674828017,236716982,277074,11287496,8512287
Lower middle income,8/17/21,54154957,168550.429,942497,4113.714,682820591,240447853,316913,11305932,8410489
Lower middle income,8/18/21,54321633,164505.857,946499,4040.857,688796142,243406768,357897,11121829,8225442
Lower middle income,8/19/21,54479508,162857,950716,4029,694192512,246707594,391401,10785769,7693613
Lower middle income,8/20/21,54640786,159542.714,954772,3970.714,704798046,252483730,423947,10282462,7251567
Lower middle income,8/21/21,54781359,156601,958500,3945.857,712083486,255262331,476898,9805558,6670892
Lower middle income,8/22/21,54917726,154479.571,962554,3966.429,716117233,257969376,486834,9989041,6526366
Lower middle income,8/23/21,55057673,153802.571,965962,3908.286,718774091,260017070,507940,9565922,6066958
Lower middle income,8/24/21,55219756,152114.143,970107,3944.286,727833051,265884382,528736,9602774,6055126
Lower middle income,8/25/21,55399268,153947.857,974049,3935.714,737898128,271744692,548670,10442805,6552252
Lower middle income,8/26/21,55571903,156056.429,977790,3867.714,746258639,275823422,565318,10892784,6840362
Lower middle income,8/27/21,55744385,157657,981018,3749.429,757007368,281760339,576678,11989580,7456056
Lower middle income,8/28/21,55897621,159466,984308,3686.857,766374181,286115052,585454,13027440,8201250
Lower middle income,8/29/21,56044523,160971,987312,3536.857,775813848,292973608,599722,13580734,8585225
Lower middle income,8/30/21,56193835,162308.857,990387,3489.286,782715158,296697729,610428,14664850,9340839
Lower middle income,8/31/21,56340559,160114.714,993025,3274,791632409,302623587,616561,14731173,9344606
Lower middle income,9/1/21,56503572,157757.714,996743,3242,807528110,309506187,624380,15791843,10190272
Lower middle income,9/2/21,56650221,154045.429,999068,3039.714,815887202,313995872,633097,15932109,10295656
Lower middle income,9/3/21,56806114,151675.571,1002495,3068.143,821894946,317531500,648269,15023486,9684828
Lower middle income,9/4/21,56940950,149047,1005119,2973,826269385,322117563,660292,13754298,8762470
Lower middle income,9/5/21,57082262,148248.429,1007711,2914.143,835628901,329123977,664113,13649446,8655005
Lower middle income,9/6/21,57211413,145368.286,1010435,2864,841356801,333014069,680353,13215370,8330005
Lower middle income,9/7/21,57354562,144857.571,1013523,2928.286,852683527,338428488,696229,14116845,8989373
Lower middle income,9/8/21,57498032,142065.714,1016428,2812.143,863236606,347406152,710730,13782518,8358196
Lower middle income,9/9/21,57644349,142018.286,1018778,2815.714,880865968,355891010,726040,14452296,8738742
Lower middle income,9/10/21,57769153,137577,1021167,2667.429,886196646,358982045,742293,14269680,8603842
Lower middle income,9/11/21,57888225,135325,1023292,2596.143,895569526,366268530,756837,15606317,9433751
Lower middle income,9/12/21,57999790,131075.429,1025294,2511.857,906984134,373405178,767171,15754201,9527150
Lower middle income,9/13/21,58110498,128440.714,1027605,2452.857,915596458,378885998,779132,16681213,10009770
Lower middle income,9/14/21,58234309,125678.143,1029778,2322.143,921314674,382761936,790111,15306009,9138022
Lower middle income,9/15/21,58353585,122221.857,1032152,2246.286,929722852,388767253,799908,14442219,8840100
Lower middle income,9/16/21,58472642,118327.571,1034357,2225.571,938826135,395347585,806717,14189294,8638415
Lower middle income,9/17/21,58597851,118385.429,1036481,2187.714,945209583,400161718,815581,14618636,8916627
Lower middle income,9/18/21,58709898,117381.857,1038446,2164.857,964023895,410078145,823836,15781158,9704202
Lower middle income,9/19/21,58813187,116199.571,1040230,2133.714,972899949,416649939,830814,16042867,9835853
Lower middle income,9/20/21,58914730,114890.286,1041966,2051.571,981048679,422198971,838744,15426252,9506736
Lower middle income,9/21/21,59023453,112734.857,1043909,2018.714,989641832,428289785,844344,16480147,10074875
Lower middle income,9/22/21,59139136,112221.571,1045805,1950.429,997336573,433201183,849610,16288184,9949748
Lower middle income,9/23/21,59274689,114578.143,1047643,1898,1006793489,439701368,855045,16355301,9943652
Lower middle income,9/24/21,59385654,112543.286,1049239,1822.571,1016096251,445988115,860551,17049087,10377643
Lower middle income,9/25/21,59485508,110801.429,1050729,1754.714,1022596318,451373511,865298,15062021,9084379
Lower middle income,9/26/21,59579816,109518.429,1051994,1680.571,1027193822,455017403,874687,14579335,8805514
Lower middle income,9/27/21,59666731,107428.714,1053429,1637.571,1046817516,467470961,888655,15648938,9456433
Lower middle income,9/28/21,59751025,103938.857,1055185,1610.857,1053197120,471880060,894849,15056375,9078214
Lower middle income,9/29/21,59853902,102109.429,1057277,1638.857,1065861911,477051681,928151,16082617,9937123
Lower middle income,9/30/21,59956425,97390.857,1058911,1609.714,1076528306,483794890,955493,15658315,9692130
Lower middle income,10/1/21,60062959,96757.857,1061382,1734.714,1083478710,488572768,959459,15021910,9302595
Lower middle income,10/2/21,60147952,94634.857,1062844,1730.714,1091379741,493974616,963039,15563828,9671714
Lower middle income,10/3/21,60223318,91928.857,1063995,1714.429,1101190865,499151627,984193,15618045,9708462
Lower middle income,10/4/21,60293901,89595.714,1065217,1684,1107660817,506125557,1003475,14401256,8901462
Lower middle income,10/5/21,60372930,88843.571,1066665,1640,1114178167,512194475,1028901,14763186,8959826
Lower middle income,10/6/21,60491248,91049.429,1068455,1596.857,1119932311,517065212,1055475,13652713,7865443
Lower middle income,10/7/21,60574463,88291.143,1069804,1556.286,1124997390,521470937,1084491,13138021,7481592
Lower middle income,10/8/21,60657279,84902.857,1071334,1421.857,1135714738,529121151,1089385,13415290,7512073
Lower middle income,10/9/21,60731178,83318,1072671,1404,1141673114,534980341,1094583,13414886,7382872
Lower middle income,10/10/21,60803070,82821.714,1073837,1406.143,1152604476,544361876,1129533,13941808,7561211
Lower middle income,10/11/21,60867339,81919.714,1075069,1407.571,1157235747,549499421,1208213,13704962,7342200
Lower middle income,10/12/21,60941501,81224.429,1076591,1418.143,1163536938,555238752,1317086,13613153,7289801
Lower middle income,10/13/21,61024179,76133,1078206,1393.143,1169051788,560405016,1412857,13558151,7237081
Lower middle income,10/14/21,61106007,75934.857,1079789,1426.429,1174333059,564523407,1512953,13620387,7250359
Lower middle income,10/15/21,61177807,74361.143,1081026,1384.571,1177403290,567720712,1587376,12865236,6799867
Lower middle income,10/16/21,61239330,72593.143,1082187,1359.429,1181664527,570443319,1672747,12057028,6373841
Lower middle income,10/17/21,61300581,71073,1083246,1344.143,1190515300,576264521,1763144,11448919,6033765
Lower middle income,10/18/21,61359462,70303.286,1084298,1318.429,1198912683,585792126,1845000,11521862,6117001
Lower middle income,10/19/21,61431352,69978.714,1085921,1332.857,1205999092,593001150,1913175,11936989,6254068
Lower middle income,10/20/21,61505456,68753.857,1087120,1273.429,1217190193,601922299,1984859,12724917,6744370
Lower middle income,10/21/21,61579821,67687.714,1088726,1276.714,1229433312,608527323,2050201,12985044,6932435
Lower middle income,10/22/21,61659260,68779,1090811,1397.857,1236245003,615467466,2097880,13710818,7196623
Lower middle income,10/23/21,61729980,70092.857,1092363,1453.714,1244536824,623479987,2205545,14025757,7298712
Lower middle income,10/24/21,61795925,70763.429,1093897,1521.571,1249835040,631173748,2247249,14647780,7454545
Lower middle income,10/25/21,61852190,70389.714,1095237,1562.714,1253644547,635066273,2362033,14309701,7214760
Lower middle income,10/26/21,61918875,69646.143,1097248,1618.143,1259756264,641582600,2400343,14046724,6909654
Lower middle income,10/27/21,61995639,70026.143,1099550,1775.714,1264546893,646695317,2445724,13604187,6384930
Lower middle income,10/28/21,62070931,70158.571,1101690,1852,1270745374,652982597,2546998,13965679,6274506
Lower middle income,10/29/21,62148523,69894.714,1103354,1791.857,1279285450,665855821,2627854,14356580,6315494
Lower middle income,10/30/21,62216944,69566.286,1105215,1836,1284049548,671369140,2719954,14982190,6429066
Lower middle income,10/31/21,62296988,71580.429,1106397,1785.714,1289343735,684718124,2758797,14372530,6091848
Lower middle income,11/1/21,62350565,71196.429,1107706,1781.286,1294982661,691313530,2849923,14847405,6301882
Lower middle income,11/2/21,62413533,70665.429,1109395,1735.286,1299902476,697865228,2907097,14069499,6040943
Lower middle income,11/3/21,62486845,70172.286,1111281,1675.857,1304689615,703431701,2973295,13934900,6053014
Lower middle income,11/4/21,62560355,69917.714,1112935,1606.429,1309426678,707452026,3011068,13271204,5846868
Lower middle income,11/5/21,62630317,68827.714,1114760,1629.429,1313617414,712163778,3070649,11972640,5395269
