location,date,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,new_people_vaccinated_smoothed
Upper middle income,8/30/21,69064477,190749.286,1885663,4233.143,1547239474,1178852141,10034259,19983819,6628799
Upper middle income,8/31/21,69246487,186897.714,1889972,4241.429,1550286871,1182281690,10230616,19548987,6011810
Upper middle income,9/1/21,69439790,183472.143,1895740,4360.429,1553430089,1186487742,10417753,18934060,5375329
Upper middle income,9/2/21,69639991,180654.143,1900634,4380,1556251668,1190045770,10574449,17852313,4868008
Upper middle income,9/3/21,69826878,178447,1905129,4363.714,1558819072,1193632420,10727734,16545688,4783393
Upper middle income,9/4/21,69994340,175767,1909020,4356.286,1561169725,1196679453,10775878,15765839,4757806
Upper middle income,9/5/21,70140214,175774.571,1911963,4356,1562833575,1198821828,10835823,15058967,4741340
Upper middle income,9/6/21,70280929,173778.857,1915889,4358.429,1587273151,1281343394,11011546,14235238,4728228
Upper middle income,9/7/21,70450067,171940,1920251,4325.857,1589887977,1284436358,11165558,13375884,4385834
Upper middle income,9/8/21,70621848,168865.429,1924137,4057,1594978710,1289768685,11313224,12940274,4123962
Upper middle income,9/9/21,70810576,167226.429,1928381,3964.143,1598276496,1294877776,11453576,12596067,3908321
Upper middle income,9/10/21,70975171,164041.857,1931891,3823.429,1603201373,1300991675,11594180,12645185,3865817
Upper middle income,9/11/21,71145499,164451.286,1936736,3959.714,1605953740,1304332232,11649668,12645273,3701529
Upper middle income,9/12/21,71274735,162074.429,1939516,3936.143,1607838478,1306313411,11701542,12449857,3519847
Upper middle income,9/13/21,71411411,161497.429,1943335,3920.857,1610275502,1309267881,11839539,12326782,3334283
Upper middle income,9/14/21,71581164,161585.286,1948069,3974,1612729416,1313083618,12012015,12103601,3367145
Upper middle income,9/15/21,71750961,161301.857,1952493,4050.857,1615358513,1358889235,12180929,11903198,3389261
Upper middle income,9/16/21,71943501,161846.429,1956428,4006.714,1617643008,1362294333,12334272,11616556,3339215
Upper middle income,9/17/21,72123500,164047,1959978,4012.429,1620165166,1365837173,12458080,11028863,3119310
Upper middle income,9/18/21,72374923,157792.286,1962907,3738.714,1627831463,1378765708,12529780,10414787,3049653
Upper middle income,9/19/21,72516557,159563.429,1966351,3833.571,1629735588,1381283037,12561576,10151373,3237198
Upper middle income,9/20/21,72662525,160890.857,1969766,3780.143,1631425989,1383908007,12732445,9873784,3356939
Upper middle income,9/21/21,72825813,159967.286,1973789,3678.571,1635588380,1388063705,12900818,9349373,3530491
Upper middle income,9/22/21,73005137,161328.286,1977990,3646.714,1637927314,1391895217,13040859,9209018,3685803
Upper middle income,9/23/21,73177871,158498.857,1981715,3616.714,1640133825,1395066161,13159184,9215775,3875565
Upper middle income,9/24/21,73339773,155913.571,1985536,3655.429,1641763559,1398197843,13967756,9041947,4011313
Upper middle income,9/25/21,73475598,157239.286,1988151,3610.571,1643283178,1400440283,14030827,8895584,4184701
Upper middle income,9/26/21,73610601,156292,1991370,3578.429,1644593066,1402530483,14077546,8734539,4154950
Upper middle income,9/27/21,73742227,154243.143,1994631,3552.143,1647232484,1405564858,14458079,8756754,4177479
Upper middle income,9/28/21,73899510,153385.286,1998838,3578.429,1648690373,1433912994,14663080,8926912,4122633
Upper middle income,9/29/21,74059268,150590.143,2002488,3499.714,1650326009,1436748539,14775425,8678038,4073493
Upper middle income,9/30/21,74228589,150102.571,2006071,3479.429,1652335929,1440154975,15100090,8446609,4056532
Upper middle income,10/1/21,74386619,149549.429,2009326,3398.571,1654337354,1443007417,15408703,8025842,4062229
Upper middle income,10/2/21,74529625,150575.286,2012427,3468,1655434414,1445186781,15590762,7630833,4011303
Upper middle income,10/3/21,74651992,148770.143,2014598,3318.286,1657052060,1446675962,15706892,7336746,3979976
Upper middle income,10/4/21,74784521,148899.143,2017830,3314.143,1658481534,1448943538,15994592,6931151,3899759
Upper middle income,10/5/21,74941751,148891.571,2020942,3157.714,1663516206,1456686678,17258676,6671617,3951815
Upper middle income,10/6/21,75101120,148836,2024777,3184.143,1666600931,1460593274,17694262,6491455,3995621
Upper middle income,10/7/21,75266987,148342.571,2028948,3268.143,1668438802,1465459516,18165641,6414918,3936892
Upper middle income,10/8/21,75424801,148311.714,2032590,3323.429,1670351622,1469708289,18644939,6461856,3870019
Upper middle income,10/9/21,75564782,147879.571,2035120,3241.857,1672062822,1472626836,18986566,6592866,3880148
Upper middle income,10/10/21,75696340,149192.571,2037768,3310,1673018199,1474175882,19086691,6590273,3836314
Upper middle income,10/11/21,75823185,148380.571,2040587,3251,1674832540,1476797788,19352221,6610190,3871693
Upper middle income,10/12/21,75972129,147196.857,2043924,3283.143,1676449221,1479016536,19523325,6494581,3822067
Upper middle income,10/13/21,76123635,146073.571,2047116,3191.286,1678390345,1481605707,19832643,6401888,3796989
Upper middle income,10/14/21,76286774,145683.857,2050496,3078.286,1680984251,1485142292,20193316,6344804,3876080
Upper middle income,10/15/21,76443939,145591.143,2053860,3038.571,1683078673,1488489458,20773324,6562108,3992151
Upper middle income,10/16/21,76586698,145988,2056867,3106.714,1684059683,1490179962,21063007,6623413,4030868
Upper middle income,10/17/21,76717334,145856.286,2059206,3062.571,1686332731,1493552982,21230341,6903303,4152120
Upper middle income,10/18/21,76856518,147619,2062104,3073.857,1688631016,1495781876,21746033,7293324,4311837
Upper middle income,10/19/21,77016212,149154.714,2065657,3104.714,1690532956,1498645983,22172582,7634514,4377237
Upper middle income,10/20/21,77177837,150600.286,2069030,3130.571,1694164920,1501358061,22690094,7922779,4450547
Upper middle income,10/21/21,77336342,149938.286,2072362,3123.714,1695741572,1503613901,23378799,7815502,4373547
Upper middle income,10/22/21,77499553,150802,2075748,3126.857,1698008489,1506500039,23884581,7752552,4338995
Upper middle income,10/23/21,77647602,151557.714,2078777,3130,1700015074,1528696955,24217578,7719582,4337917
Upper middle income,10/24/21,77772076,150677.429,2081131,3132.143,1701592420,1530801515,24426957,7582358,4263617
Upper middle income,10/25/21,77906697,150025.571,2084274,3167.143,1702880193,1533840434,25062551,7559521,4091469
Upper middle income,10/26/21,78060428,149173.714,2087380,3103.286,1705237297,1536965700,25731187,7732608,4149484
Upper middle income,10/27/21,78220553,148959.429,2090995,3137.857,1706533395,1539220964,26258245,7694364,4048746
Upper middle income,10/28/21,78382968,149518,2094843,3211.571,1709049511,1542816136,26921995,7920817,4055996
Upper middle income,10/29/21,78532949,147628,2098278,3218.571,1711268819,1549179275,27618086,8259543,4069490
Upper middle income,10/30/21,78672483,146411.571,2101308,3218.714,1716902485,1556029140,27918951,9852574,4535741
Upper middle income,10/31/21,78795674,146228.286,2103924,3256.143,1718248377,1557553987,28161194,10378273,4550467
Upper middle income,11/1/21,78924644,145421,2106868,3227.714,1719252979,1558756011,28455522,10375002,4488856
Upper middle income,11/2/21,79064461,143433.286,2109980,3228.571,1720419813,1560379114,28796740,10432532,4289985
Upper middle income,11/3/21,79220366,142830.429,2113158,3166.143,1722052016,1562736619,29520649,11031645,4264881
Upper middle income,11/4/21,79372428,141351.429,2116552,3101.286,1724286196,1566450145,29969132,12004810,4343715
Upper middle income,11/5/21,79526348,141914.143,2119968,3098.571,1729361498,1574101441,68649143,12611051,4267281
Upper middle income,11/6/21,79669840,142479.571,2123294,3140.857,1730355969,1575882110,68965213,12181491,3749334
Upper middle income,11/7/21,79789318,141949.143,2125716,3113.143,1732243280,1578697712,69199332,12620429,3756677
Upper middle income,11/8/21,79914965,141474.429,2128666,3114,1733225395,1580908863,70311171,13173183,3763967
Upper middle income,11/9/21,80060130,142238.429,2132011,3147.286,1734735630,1583088568,71016752,13717947,3835346
Upper middle income,11/10/21,80202386,140288.571,2135157,3142.714,1736247356,1586114467,71791214,13901700,3825458
Upper middle income,11/11/21,80346792,139253,2138590,3148.286,1737766249,1588930123,72691421,13732360,3749346
Upper middle income,11/12/21,80483610,136809.857,2141954,3141,1739443688,1593003018,84995636,13637414,3747844
Upper middle income,11/13/21,80606159,133818,2144916,3089,1740501095,1595009919,85458793,13525464,3743086
Upper middle income,11/14/21,80714641,132247.143,2147470,3107.857,1742306538,1597000234,85732027,13338398,3747408
Upper middle income,11/15/21,80826505,130278.143,2150378,3101.857,1744031547,1599407687,86223128,13081107,3753612
Upper middle income,11/16/21,80945193,126495.714,2153234,3032,1745074441,1601415681,86817370,12685924,3668784
Upper middle income,11/17/21,81076895,124988,2156710,3079.143,1746624990,1604381614,87611213,12506778,3695166
Upper middle income,11/18/21,81206593,122828.714,2159998,3058.429,1747901543,1606861292,88646378,12092850,3639331
Upper middle income,11/19/21,81329059,120778.429,2162797,2977.571,1873064614,1611260901,105740029,11789592,3618660
Upper middle income,11/20/21,81450247,120584,2165492,2939.429,1874460118,1614522430,106204385,11696315,3443756
Upper middle income,11/21/21,81556896,120322.143,2167912,2920.286,1875649584,1616196887,106521931,11540329,3255040
Upper middle income,11/22/21,81664054,119649.857,2170729,2907.286,1876944001,1618204232,107819823,11424927,3089302
Upper middle income,11/23/21,81805779,120285.714,2173588,2907.714,1877832104,1620026233,108561023,11402396,2922092
Upper middle income,11/24/21,81933453,119710.286,2176620,2844.286,1879350253,1622730206,109441436,11338529,2718387
Upper middle income,11/25/21,82064963,119969.143,2180045,2863.857,1880605841,1624605988,110257880,11489584,2571893
Upper middle income,11/26/21,82187834,120027,2182886,2869.857,1881947743,1627075834,111272780,11760942,2431688
Upper middle income,11/27/21,82296588,118250.714,2185283,2827.286,1883044936,1629171042,111843565,11897632,2419727
Upper middle income,11/28/21,82396339,117265.286,2187652,2820,1884289977,1630701906,112334606,12261763,2404615
Upper middle income,11/29/21,82500092,116778.857,2190403,2810.571,1887601449,1666899018,112887031,12461937,2356144
Upper middle income,11/30/21,82615886,115729.571,2193093,2786.429,1889041954,1669054837,114075292,12969642,2459369
Upper middle income,12/1/21,82743316,115694.714,2196110,2784.286,1891016247,1672122280,115296709,13256606,2498032
Upper middle income,12/2/21,82865224,114323,2198558,2644.714,1892549626,1674454366,116388032,13348246,2526993
Upper middle income,12/3/21,82991567,114819,2201571,2669.286,1893552723,1691372603,148048285,13316283,2509507
Upper middle income,12/4/21,83110768,116311.429,2203783,2642.857,1894763558,1693074175,148860540,13425421,2552230
Upper middle income,12/5/21,83216226,117126.714,2206047,2627.857,1896393450,1694297472,149313279,13416563,2529824
Upper middle income,12/6/21,83320285,117175.286,2208522,2588.429,1896945233,1695712970,150160812,13371573,2537357
Upper middle income,12/7/21,83441443,117941.571,2210983,2555.714,1898028014,1697524000,151174730,13039760,2472802
Upper middle income,12/8/21,83564500,117316.857,2213498,2484,1899537106,1699167220,152333930,12623983,2391640
Upper middle income,12/9/21,83694957,118538.143,2216483,2560.714,1900651485,1701282790,153459398,12543228,2342093
Upper middle income,12/10/21,83810627,117015.429,2218892,2474.429,1901452146,1740452885,178733978,12551604,2323596
Upper middle income,12/11/21,83917086,115195.143,2221014,2461.571,1903372680,1742264579,179422168,12599560,2349971
Upper middle income,12/12/21,84038529,117478.714,2223228,2454.429,1904518667,1743677964,180032338,12612328,2352395
Upper middle income,12/13/21,84131299,115861.143,2225200,2382.571,1905323335,1745173180,181029214,12905627,2366050
Upper middle income,12/14/21,84250612,115597.571,2227584,2371.571,1906287081,1746941681,182407972,13187823,2397668
Upper middle income,12/15/21,84376518,116004.571,2230409,2415.857,1908362664,1749023190,183514950,13674187,2463746
Upper middle income,12/16/21,84494545,114228.857,2232673,2312.857,1909012474,1750151826,184974774,14042513,2386674
Upper middle income,12/17/21,84603335,113244,2234829,2276.714,1911820935,1777717873,186912428,14497532,2334393
Upper middle income,12/18/21,84704095,112429.857,2236995,2283,1920224074,1778748542,190531212,14562448,2229160
Upper middle income,12/19/21,84797610,108440.143,2239000,2253.143,1921200851,1787210937,191285272,14754079,2164552
Upper middle income,12/20/21,84889602,108329,2241154,2279.143,1921764053,1794064850,194209921,16051402,2118178
Upper middle income,12/21/21,84994642,106294.429,2243208,2232,1922693761,1795843868,197265743,16540926,2008780
Upper middle income,12/22/21,85108712,104609.429,2245437,2146.857,1923618377,1797492001,199872672,16900461,1872709
Upper middle income,12/23/21,85228801,104904,2247676,2143.286,1924147461,1798430820,202083296,17211565,1823682
Upper middle income,12/24/21,85349503,106609.857,2249865,2148,1924557943,1799225379,203450660,17063800,1723647
Upper middle income,12/25/21,85455275,107325.857,2251451,2065.143,1924852842,1809579528,204156341,16862377,1638616
Upper middle income,12/26/21,85539830,106049.714,2253228,2032.571,1924991785,1809834231,204866745,16789585,1592675
Upper middle income,12/27/21,85651875,108914.429,2254950,1970.857,1925604981,1811221141,207105278,15929842,1553915
Upper middle income,12/28/21,85794346,114257.286,2256890,1954.571,1961218904,1816553800,209459839,16073839,1511085
Upper middle income,12/29/21,85962058,121914.571,2258728,1898.857,1962360611,1818524093,212104622,16470876,1471310
Upper middle income,12/30/21,86161329,133226.286,2260964,1898.714,1962693902,1819199386,214183339,16341991,1352044
Upper middle income,12/31/21,86368456,145568.571,2263551,1872,1963273252,1820141290,215188754,16019929,1228822
Upper middle income,1/1/22,86515795,151506.714,2265120,1869.571,1963350353,1820534340,215573098,15011016,1094195
Upper middle income,1/2/22,86633668,156262.571,2266509,1814.143,1964042135,1821096510,216170387,14264933,989016
Upper middle income,1/3/22,86807126,165035.857,2268134,1800.286,1964440425,1821843759,218151683,13549954,887384
Upper middle income,1/4/22,87077610,183323.429,2270286,1830.571,1965222353,1822737952,219910497,12707576,790419
Upper middle income,1/5/22,87405002,206134.857,2272010,1814.143,1965667430,1823669854,222979672,11633568,695347
Upper middle income,1/6/22,87794228,233271.286,2274135,1719.286,1966136340,1830359642,435607715,11067571,704692
Upper middle income,1/7/22,88205568,262444.571,2276038,1705.143,1969113341,1834049746,438081543,10995372,795249
Upper middle income,1/8/22,88601051,297893.714,2277784,1730.429,1969697439,1835150057,439560710,11393609,834510
Upper middle income,1/9/22,88918102,326347.714,2279554,1784.857,1970216215,1836377063,442458582,11481416,864301
Upper middle income,1/10/22,89252158,349290.286,2281225,1791.429,1970777348,1837577726,445132651,11508854,871467
Upper middle income,1/11/22,89745435,381117.857,2283621,1826.286,1971333931,1838754668,448155757,11388991,855465
Upper middle income,1/12/22,90309756,414964.857,2285653,1870.286,1971897324,1839853543,450878435,11211535,871690
Upper middle income,1/13/22,90862508,438325.714,2287782,1949.571,1972609140,1841744349,453619352,11007841,896750
Upper middle income,1/14/22,91425778,460030,2289543,1929.286,1974521082,1847501242,456543751,10630099,846692
